cluster_size,au_atoms,ag_atoms,au_ag_ratio,avg_binding_energy_ev,coordination_number,surface_energy_ev,stability_score,homo_lumo_gap_ev,formation_energy_ev
68,32,54,0.4296568127389351,-4.465746049637779,8.398948502209642,0.9119600717539234,4.40629180894713,1.9665648768921553,245.55076254047268
64,5,31,0.8727302504846018,-2.388900661112847,4.404584830593831,0.5018868305352622,2.5673353923961817,1.8374223699513463,119.44321382928489
25,49,50,0.8419335667918086,-1.5892286708218286,7.408969903617846,0.5785301032973205,2.6202696282997926,2.2567528204687926,31.66280045513166
37,9,43,0.1861014178462773,-3.1870160155553897,10.65890831728796,2.4545676463538584,4.62264545581955,1.9875251813786543,105.04702585349887
80,4,81,0.8026433097957104,-3.795079785012142,10.445190442906735,0.9847073902735246,4.57693503796836,1.6455617275474816,251.52282209128063
62,22,69,0.4581868867378926,-2.385386969869855,5.79454847082821,1.826621419008004,2.572632607470842,1.8910922589709864,120.49681205391498
26,9,17,0.4829688720853552,-2.048615573953245,5.8086325680845015,2.178199397599223,2.3816663842511687,2.12490064225777,42.8012213290685
93,43,82,0.1334799724159437,-2.860709051766458,10.538442497705894,1.6013209184731283,4.59827022730309,1.607569801834567,213.43691008501582
53,1,21,0.0806015137571246,-1.5988941742315612,11.443187361354603,0.8062890001679124,4.101691461239797,1.9099361310081195,70.86070285107029
95,12,36,0.7279393069737652,-4.344993835026116,4.762887370184028,1.9562328746723328,3.3661125596992902,1.5208306250206722,325.1055686359928
63,39,95,0.4964611523552997,-2.985613205086416,7.600469115409802,1.700502820199166,3.4652770617454265,1.8098293387770603,149.18802284923865
46,1,55,0.4368507026151795,-2.3446381580323497,6.699634231713832,1.9625011786947504,2.606553394808468,2.225227818450894,77.93976384620251
96,83,58,0.7295082286523967,-1.9120785865524632,10.965507643659514,2.0394932457141746,3.946477395061805,1.5386502775262065,148.84375106025558
64,64,2,0.7655128989911097,-3.96223316427663,4.66819931744015,2.45082073536949,2.748038459424928,1.75422890710441,206.10231770947718
84,62,27,0.1589081676693535,-2.099989554708956,5.689007540464299,1.64712656005342,2.216349491798278,1.742254491210319,138.70336576494498
19,72,73,0.6102251494776413,-2.841878772844364,10.019746700691954,1.1832822253812036,4.238586143111303,2.1879156350028977,51.066491163684496
66,16,34,0.1353540822776855,-3.3103389540301102,4.410350791849725,1.7969291138004742,2.5058109546046063,1.8608863595004754,168.65706845777814
66,8,60,0.7513750860290457,-4.104854914262719,7.940283045714314,0.6368814184852523,4.283072445416944,1.6440329876120223,209.4144650720225
51,74,92,0.6569551562671395,-1.9041127232732624,7.53685627743776,2.2947946366431724,2.8681091167583754,1.857181395110157,78.81005820234898
66,14,53,0.956614621083458,-4.028180375460854,6.675209431909989,0.7387620226763936,3.631523457927592,1.8596861235869122,217.9234153373939
55,23,62,0.0689580163564211,-3.5706364223727025,7.15657852255139,1.1556856757716365,3.704653590653876,2.023846657999541,165.52764104168827
59,37,78,0.0570547211512543,-3.62986340411269,8.239524695441863,2.131490761252242,3.578330434091596,1.9271368281189971,169.03513135977428
68,34,96,0.2821870746932001,-1.8857578974274367,5.290938867107065,1.6946247566614236,1.6109444706834752,1.8084351717611757,107.97863378720905
7,93,6,0.2617056837359059,-2.481891017373306,8.575967026268742,1.2872710405548842,3.5599934646834024,2.3998896304410713,13.706047349786976
55,94,75,0.2469787990719998,-2.109955808425883,10.44345863439989,1.4468713187500428,3.8015287844007135,1.8021478009632572,91.97491907103475
11,48,48,0.9062545805210368,-3.748596303622503,10.081287438321272,2.2090947864043606,4.449057354595942,2.3180155791605292,37.40594715931139
25,68,93,0.2495461998495061,-2.625377701179003,5.2311992375501895,1.1800087721197845,3.008238064485595,2.2039361229040213,55.769168415647165
77,61,84,0.271949726128631,-2.784762050568754,5.193995757931791,2.2392993696243426,2.856986584924645,1.8357122226218916,163.659381530114
43,59,30,0.7593982624179637,-2.001508869635187,6.145394941959307,0.676268861953383,2.751883499848619,2.104361828956846,76.23460686407992
22,49,57,0.44973984245054,-1.7817388185562182,6.888597810728298,2.053596874417261,2.4482264457533667,2.1036959844637266,38.2590599773267
8,77,60,0.7767105569551812,-4.463529685567839,7.267644651267861,2.1950952661094725,3.921293928464702,2.4524083969394797,25.438776480086528
93,74,23,0.0653661575643852,-2.477940242823622,9.437577734666762,0.8636353056746775,3.782213853777709,1.5314917719583683,186.33777173326453
64,8,19,0.4875711936733843,-4.344492602640813,4.453443457326683,1.3606930647444009,3.1288038891421768,1.792307799969404,224.9081721866233
18,33,36,0.0336136001832826,-2.853424004767932,4.277381633808531,0.8309995493273112,2.329573389757228,2.3811676288840866,42.392674497777755
13,75,3,0.0626532034553545,-3.637101812868965,7.135284503551272,1.9132082579884355,3.4691882281653665,2.473099952249595,35.07433308461014
94,98,91,0.906437453344411,-3.5796702014335766,9.577309537103844,1.5706955361233137,4.119170749355667,1.6531280119116198,265.83308230811474
57,34,19,0.1392453711175951,-3.44112448964293,5.547482743651861,1.770646693416642,3.1373405005874546,1.846078247677736,156.7875063727604
6,0,59,0.5324206822752171,-2.63612265285117,9.132035850050013,0.8929739339124223,3.7507115594499862,2.4090787624148784,18.517033829982438
88,39,23,0.4110956026007065,-3.4978501029936924,6.078625103522396,0.923491724104839,3.411359294840293,1.6531263431403564,248.96664802372814
96,63,49,0.3473433262588427,-2.301902848229159,11.08868887050813,0.5829946510198127,4.112549746228921,1.637554512712236,174.93306708356891
64,21,48,0.8998333456872725,-3.286417843278391,11.165519554132931,1.1441350703914597,4.881614095363809,1.8120825762154709,172.12308712909532
75,59,50,0.0218233967754895,-4.294940399070124,6.378297634250612,1.61948932266735,3.3164731111936723,1.7314341023336184,243.45371084105705
48,63,95,0.6637896861755891,-2.1487204725476783,5.839950031705924,2.2158698279946574,2.486913562944378,1.909366502599397,88.25469464769137
12,92,35,0.9633944342135504,-3.642725026221882,7.29043177652985,1.8338548949173612,3.778428202555188,2.260379337591933,26.271591357839576
51,71,97,0.5601681834618419,-3.201699361202212,5.92425268144119,1.3707926467995029,2.9998172581881697,2.0712525822394197,128.8171292300346
39,10,99,0.9368224620330918,-2.4436683503342955,9.379070746333628,2.406240228788276,3.397789382330274,2.245624002857082,70.6441030572993
82,13,65,0.0522578792860237,-3.502631528553864,10.608517476386284,1.938490401151664,4.500498063462885,1.6727989878419665,223.29922089452896
85,59,78,0.4187933190741614,-4.330243031559853,9.384737047289736,2.3603304057251,4.149135297775947,1.7503532897892022,300.26066008296254
40,29,33,0.2601577909620511,-3.378236858961559,10.594803577994796,1.5551759465443311,4.363867286930955,2.1361636025047637,105.76507348021043
54,34,35,0.7308209649807298,-1.6666542519170895,7.175937297659793,1.0178085495862792,2.9420558085447364,1.8954880245394876,73.73198309147185
8,84,5,0.9812970904972468,-2.5747968081043253,5.250535765670887,0.605653372729444,3.0542136946683733,2.456139560550841,16.244096677471763
6,36,38,0.2565300624442478,-2.4855625539983794,9.903607579180736,1.952169702967701,3.805837031764351,2.593803656646597,14.315904395307829
10,4,41,0.6541746014740745,-2.6031535390870806,6.883796041132431,0.7426059960110682,3.22786799088878,2.3964173960890047,21.209337767997926
58,82,57,0.1980976327597401,-3.9030235831216897,9.37016660183306,1.1055502565439344,4.518461704490351,2.0764643655814004,174.68533313590356
8,77,11,0.5653302545716099,-3.2449984076931595,6.165151535854125,1.5649418157677948,3.1011638654717038,2.1580254895910254,25.749323906471922
58,25,2,0.4639324866883362,-2.2471806049100453,4.649837078453381,1.6288331755594954,2.341556019023547,2.0021902504375224,101.80039715201954
97,61,17,0.9720053296315372,-4.195881307340523,11.940654363902109,1.701166393974272,5.43322279548773,1.538704706823817,317.8174799563258
67,3,39,0.6085272726964666,-3.666441671730863,5.249612063444794,0.8325106606994013,3.0702634528019503,1.8000992649534133,194.38069779994473
22,88,20,0.3495063720868188,-3.671042674602439,11.907367951707847,1.2594748096432975,4.368681003850661,2.28917607765355,72.11415002617449
94,41,14,0.1140957848879333,-3.203943217216482,11.81823946053158,1.7343884542339334,4.52799559397098,1.3612431085399108,245.18763864524692
48,88,96,0.1512468287349345,-1.558893777173445,10.350544831264315,2.4396377292675693,3.6976544994357137,1.9980328112162489,58.118260371420995
38,17,98,0.2253169299512351,-4.297492359948534,9.27538369665598,1.9552622753993771,4.3263383346119255,2.1557112571511747,128.8974792208433
78,39,25,0.250966661340298,-2.943897016858215,8.622456402008677,2.345207514187916,3.452524836456756,1.8677894044741516,182.09099859586573
66,71,7,0.8506160578411378,-3.961905953963369,10.928812363022676,2.024424116628354,4.976939871591236,1.7881729781726352,219.57237428707012
18,38,99,0.5612227882825249,-1.5879703637707676,6.315516172955904,1.6834339377848009,2.4290135054203907,2.2391506397106813,24.776450499456825
99,13,93,0.5233909113743664,-4.160089485817608,7.741449699879016,0.8840467382726891,3.643493806623817,1.4598242956415464,331.6292955127099
52,31,86,0.1147688718692174,-3.289196992915226,8.955119754932015,1.833371303785026,3.5459569378739424,2.0715402117702073,141.9820121754326
19,50,41,0.860139693349435,-2.2863450454961813,7.289523806955929,1.746759131919814,3.1217869073996125,2.3428751109659687,35.94639048667453
76,37,43,0.7228143032084837,-2.3863367159176643,7.419891632722144,1.704938340914533,3.0984177500027053,1.6870239796232962,143.7940615986905
82,96,13,0.0676683619000015,-3.2318140893182035,6.642277340016675,1.4795717359764815,3.487192622492832,1.7313267433113355,211.0252550138493
91,22,77,0.7078350972297687,-3.460427496141845,8.513854533476287,1.5573132079785512,3.750994489866055,1.599707754934804,251.56111542205602
66,62,1,0.5435382173426461,-3.307162864341388,10.804596224120928,1.168885054236208,4.522920671459097,1.9368644990532888,174.43208805467611
44,14,36,0.0817253457467782,-3.7071712105240815,5.612227024050503,1.5386253852846064,2.8900834343305366,1.9897946906122648,134.13057432863258
89,96,68,0.4583006415286564,-3.884001183879601,11.475464310027531,0.8951118113569565,4.958928632905484,1.577233785340223,276.8006137212641
84,24,37,0.484696287130047,-3.05088090732333,9.512701229985836,2.1103487947207533,3.522181821443213,1.6207891846867843,208.68239735820572
86,16,40,0.1657745401632757,-3.694398731797178,10.58618570144024,0.8715539093974156,4.618744942477682,1.4936485051867883,253.77104984710297
57,96,61,0.9456981470002824,-3.6376150053082497,8.449525541040092,0.6699325797789328,4.140113190425589,1.9596120277064575,166.26842019363664
28,65,59,0.8499753714806619,-2.5297318095763286,10.236133611392509,1.3724920527143147,4.06596576536035,2.246105527217989,46.67498911184922
30,77,13,0.6690223373291083,-1.5943880049003232,4.129603178715738,1.816614879012124,2.2101260662518984,2.200511345664246,42.84695049112016
93,52,88,0.4622955610006072,-2.689088398321875,10.547043398236282,1.3754336498670827,4.577588120361674,1.5465412866624852,201.80061921463746
64,50,83,0.4117655415845085,-4.269061598805101,4.321110872682932,1.0535082639026172,2.8842529085126305,1.7184629257949584,223.56600440811948
45,38,1,0.6509734671509542,-4.273249158437799,11.1193070109029,1.6163423677808817,4.57813330087439,2.0079354677234638,139.3556928127923
33,50,69,0.5454318694069055,-1.645730337463302,11.935701977909147,1.1940046708244,4.234904910547564,2.135728548347323,53.889154432934816
19,69,16,0.0622731058818856,-3.608127629077999,6.352539697414223,2.365735380253266,3.157395223027126,2.229772273077838,54.14559182120971
49,5,88,0.5125026487703317,-4.2237990417525735,5.682548450286349,2.345290279207144,3.004379546145972,1.993871428833399,171.11383652038847
69,66,27,0.8064036172328395,-2.7028662385488555,10.122906910864328,1.504743639944191,3.9355150756281416,1.8504050856814538,143.9986867322692
93,6,65,0.459239877596958,-2.629053665129202,6.024210727362026,1.155767988036517,3.190166068275188,1.758618590121053,198.66546221092545
75,50,34,0.0519565775542684,-2.5544855396439354,10.924499065377628,1.9742648279132784,4.0579763134145725,1.767457781283184,148.00205456276785
13,71,4,0.7862781993840331,-3.697793916427376,4.822740737259814,0.5734258869661333,3.222332467433219,2.3957550390722764,35.338211927365684
92,41,64,0.2013637821359744,-4.454667947356575,5.007641571034866,1.4495380120873025,3.028327286478337,1.5725554084233833,337.4337176947779
5,63,39,0.2586208348880388,-1.6049538916365842,11.833212440804925,1.172646788540667,4.171889922931823,2.258122878470096,5.466403562729604
12,14,75,0.1647063534322959,-3.747320862926693,9.390711186160036,2.3410717702051094,3.9971303115939936,2.3773486124550782,37.061444649994876
92,28,55,0.3302150648714975,-2.4719211358423574,10.775097795431623,0.5240060545453651,4.214443440783849,1.5860230209941026,186.2837342514413
67,32,35,0.756751505688635,-2.380110390363871,6.594635018812144,1.6056297514366982,3.116043944375054,2.0763242112485285,130.05232636336652
15,93,44,0.5193858595039373,-2.669977748761543,9.411869996164835,1.981327162133252,3.469449849951208,2.3307639035218877,32.7918275108564
85,26,22,0.2048812741507125,-3.561277817359056,8.753934618468778,1.4700359750480825,4.037183809991968,1.6801547342333611,243.99169659274696
12,35,46,0.8778300781520408,-3.6867112387078023,8.825200960983576,0.6708060603254433,4.20484224843021,2.3765288230294757,47.409505817786275
39,28,30,0.8795818549515292,-2.7069951518918907,9.460259676301773,2.4449227800558044,3.802814489538455,1.9931321962380466,84.17015475385907
39,37,10,0.8705784250460069,-1.9017130991649256,8.602873385032789,1.5360208627521958,3.2530855986862965,2.2242822814515018,60.33894392752052
37,56,9,0.2387962113815392,-1.6597988132298132,7.432498954421328,1.7283724886380227,2.9453129474126607,2.2051933032686772,54.38331685164053
9,96,66,0.4512393441809881,-4.182282586788727,6.207381555044375,0.9732195654150146,3.3976670029134683,2.4891031947043047,35.64006428966876
45,26,13,0.9849896561408752,-4.035514162206841,10.148650647305615,1.4669961702136076,4.89541122898085,1.959061254520526,151.2136613672482
32,54,79,0.7720124763099904,-1.665791223650761,5.81017944002549,1.3582989839166435,2.409151233380737,2.32027943109361,45.837906435605404
11,32,73,0.0271674212255598,-2.2903943149956225,9.538834449235312,0.6497916840039675,3.5848659602875808,2.249814893720772,14.440445408309063
77,67,92,0.065204591260492,-1.851018525510681,5.866662581194613,0.7123207070949344,2.7005055934502837,1.788685709380027,122.18989883296345
76,85,9,0.4639313768123327,-3.89210209759397,9.002641359635632,2.1749450392375493,4.029267428058471,1.959045562580998,230.90808056861997
16,65,75,0.9092202058615602,-2.7372423866717943,9.97662613703223,0.9796399044131804,3.841311250253997,2.240946367486931,36.54987987559414
38,9,93,0.5387017979527142,-2.3965812167475797,5.749711111252314,0.8899165429972611,2.825926308022319,2.063370227039723,69.08468973902964
37,4,0,0.4978125080342902,-2.459664343659082,4.479546406890466,1.5098229025002785,2.476865472889686,2.139965136508764,72.48537283934388
52,73,4,0.1054736999566305,-3.2755449273999058,5.047789943953393,2.037494262725026,2.884030619668664,1.92965243458838,137.9064810313535
27,96,19,0.656780104724294,-4.453815324926074,8.847975738168204,0.6238930371579758,4.501147877941771,2.0749336568933865,97.80919709565458
66,37,7,0.8221031606002255,-2.7512218295872106,10.795571249805883,1.6536158392765117,4.319710866046517,1.8468562974806026,147.37411637338113
92,12,42,0.3804200075075623,-3.7406953824611735,4.359974569883395,0.7384208856811467,2.904735616122597,1.4737696286273896,283.3837364944356
41,30,75,0.7756118509253275,-3.149237261571329,9.873210072333167,0.5729221016512369,4.682595217405039,2.137359243063518,105.56265368710949
48,46,0,0.9644766539008116,-1.6272569547485478,6.730549167600417,0.6054879043244348,2.6833199002300754,1.9280575765766197,61.26588388589099
90,99,56,0.2037664591276891,-3.302894047072696,7.82822695935618,2.1683282164168824,3.363404818824416,1.754993440501754,242.62880723067593
95,87,63,0.5233296311947413,-1.98059518000672,11.430876398764523,0.7359449672561231,4.159700899410333,1.4716746707663761,156.47258612513392
39,51,83,0.2871379580845755,-3.934378182752247,6.655772037886764,0.5903027288245839,3.391306029887891,2.0777938483794323,116.61456022618515
69,55,27,0.7928544190338394,-2.482618505924913,7.722695471515888,1.3757997742858246,3.363538967081367,1.891351721736967,140.0275418763045
51,14,36,0.5775933658811575,-1.5689791366831694,4.109459318085449,2.1879869438840496,2.000851064265726,1.8669135683566045,67.52021248822781
82,28,46,0.6345824175503038,-4.1943206973811895,4.652789760038707,1.024816752978604,3.092363206420385,1.7027459934604128,273.6596202314061
7,7,75,0.7979141596158941,-4.475040173318424,6.068732729078272,1.3434252350518328,3.445362932693448,2.560714275428243,31.938759037141274
5,4,36,0.3959704726624549,-3.1992516221021567,4.222817926568595,0.5798450651275024,2.7075460014986006,2.2892516765438775,12.046728553245993
9,28,48,0.9150900684070432,-4.2221235508458985,9.051002608386009,1.3981570282697515,4.533851439795447,2.4284633858532305,31.027171833448186
94,46,43,0.53302886724614,-2.254846950971306,7.41118685441298,1.6552261612742674,3.0162798636948622,1.5859882794248423,168.69913159162286
18,67,55,0.157954822835348,-1.7563540084543234,8.385161621824176,1.6418141075042896,3.3862298171024943,2.3981822871777307,25.3693929596496
31,75,27,0.6958991181688025,-3.1979370818737234,5.397177487170636,1.1648533843487303,2.77247493499031,2.0663049289121918,73.82746419599235
13,44,78,0.7932613504382544,-3.723865073533677,6.367456235492929,1.131066361326271,3.395501835537448,2.2379543386915723,31.527942351778766
83,1,5,0.3167616770675266,-3.1967900429801706,9.3105957988218,0.7132472378731958,4.220119057939314,1.7221941565616896,220.2393841700082
19,26,60,0.857179256998753,-2.329656546449997,11.7224217890432,1.2335966412925368,4.566180503257893,2.3396984673233185,31.175972764448318
94,94,19,0.9061432547657664,-4.472837515258887,4.403334188817674,0.6989893377459293,3.2703973391358803,1.5850492850345876,331.4004194001868
46,35,77,0.2769044873778089,-2.7316380315459083,11.123074566842128,2.0331918894241032,3.994945669052533,2.0746448209496977,89.75732899287087
81,35,1,0.983521472715222,-2.660124945337863,8.615049610489667,2.432548595496372,3.928009570295559,1.6219975278421508,169.181287719446
55,25,72,0.1407115280487584,-2.586935259312193,8.511356534044989,2.440148913333414,3.2670284510673477,1.9732253697161004,107.209702442699
67,42,36,0.2020156684024899,-3.7739337600573686,8.002228281662083,2.230142198750788,3.706468619328595,1.8593072473298682,210.4929253397568
56,26,19,0.1842248392380261,-2.35784182986562,4.555152687233467,1.7015842986792382,2.3111403809388387,1.868564858197363,110.68039942469295
8,68,25,0.8939897100078704,-4.225825541004671,4.719014813889285,1.90173139448776,2.887786280141984,2.6065774511144757,23.604531736541276
98,19,28,0.6542925523249619,-3.9021889905995977,8.80729604527269,1.070411605360828,4.265796628156132,1.5673832920911788,317.19379588973
27,10,0,0.1521042832222728,-1.867589860036554,6.727668571484466,1.7615408403452413,2.4928007281824818,2.110869650279735,45.248768411747534
19,73,34,0.440323418368349,-2.283830547820301,11.338144532621444,1.411299098879755,4.359858249270284,2.375655360863383,33.09006740932547
47,37,69,0.615298025069802,-4.458763337965964,7.252724298875778,1.464034679553865,3.872840961734212,1.9325318329772676,155.15247293315238
33,5,58,0.0834640849893832,-3.7548712188906,5.146251669621129,2.015553120750316,2.904803478252387,2.248708460374245,110.58331304166556
40,71,68,0.8824163684073387,-3.856780551020506,9.717750668016288,1.0638367111945033,4.324204246117802,2.2158595579007403,116.46911529883822
17,22,32,0.8036035354415352,-3.6875810158890814,6.346827371528079,1.1360792233890398,3.2664418398791613,2.247931768164829,41.924108081307054
36,46,50,0.5052067735766382,-3.757320689160341,8.203762458847145,2.3492835822572733,3.4716928388531283,2.2363376129244323,113.32368800786602
75,89,77,0.9671266152591704,-4.312421112771463,9.58266228404136,0.6124485897019445,4.63188405804128,1.7912780926936498,270.9440287979842
63,45,11,0.4177609792750997,-3.123178450209539,11.202112889616563,1.4712685968266808,4.04272277679133,1.9522060159994492,164.32955798311338
90,11,19,0.9841103190364978,-2.3017995756415046,10.337529558413408,2.325601600815723,3.793849368383564,1.7896792982653948,168.54911504645014
32,89,52,0.6679199988036271,-2.6798048258476905,9.410888542981793,1.720726015636314,3.710987235594129,2.155461188399713,71.57677525002731
70,12,87,0.6346712732539415,-2.4813849942057606,9.437065459161149,1.5928141484242642,3.798760125796204,1.7246263835642508,143.22463746942412
46,61,42,0.165954895295785,-4.256552464391283,11.567397152256692,0.9994883584587104,5.198459494158215,1.9510485570374476,160.43577363853302
49,81,97,0.881927758304644,-1.6455278694696385,6.366592779972288,1.1865509781288963,2.870487515680441,1.9284189715034559,65.91064960305671
66,88,88,0.4274896879206151,-1.9845244984709252,4.008896753569499,2.2040968316093856,2.3172704648842264,1.8322898290585894,105.30389903902424
61,96,49,0.1622334057824793,-2.084729044513012,6.175636475185589,1.6184362635369165,2.806626450861873,1.9241151974816646,101.4218117327374
10,59,28,0.012607519975759,-2.0310485848746973,5.743131037013952,1.5294843875135598,2.340101101673911,2.427669079933002,12.478565734664198
32,42,56,0.5597556836383826,-1.701868475601716,9.294676680911984,0.6991594270800578,3.4866159275201305,2.2627183249036027,42.16445759107006
32,75,38,0.5273996221226763,-2.867238101658907,9.069692798124231,0.5320563129102462,4.187864388202194,2.181300189187791,64.93651133149109
48,99,94,0.7193536223691586,-3.8991539463971225,8.747691061637791,2.427370377374098,3.633761244897716,2.165353407715732,149.23581340767575
88,67,55,0.8902580530178021,-2.6496491764423764,4.12994754567563,1.2539723345736833,2.274034687433987,1.5935343166762046,181.59234648578874
34,4,42,0.0794065846430295,-2.271355518996183,9.83022443560518,1.7064261241990086,3.676634384895757,2.432016916658962,56.26292353061732
66,36,49,0.7314964903403623,-2.286247819937924,6.588243299883932,0.65943014637457,3.149062034663233,1.9025667347765005,121.6133556484898
79,71,22,0.1874119440975822,-2.93565292749936,9.320447912053048,1.866228571446093,3.9386642939643535,1.6242842443583716,192.49327644968258
96,91,43,0.858177053157164,-4.2946238419992655,8.452627428017227,2.365133417411922,3.917516678959601,1.432910750193889,334.4186940955552
93,30,37,0.8190635138616561,-3.3866611847096166,6.741847403423257,1.651330505994839,3.245984412756985,1.6182472415243183,244.11508912427956
66,8,83,0.5407937549855444,-1.737700174609928,5.076610136832862,0.7522306447508211,2.4107172084087614,1.8176537214674147,86.80242853655253
5,50,22,0.7102427986233115,-2.746653270727722,4.755351181283848,1.6634430549469534,2.3038182003654306,2.5214000494092095,15.690469022851968
31,28,44,0.3143501131837484,-2.88500417023286,10.652146664897788,2.0326944262093045,4.41576548059385,2.2373237624573545,66.63566645408339
66,77,51,0.4711678989328146,-3.69343945685342,11.347180336652464,1.312833073148037,4.987915105688829,1.8327171087343126,193.89043757187548
81,39,79,0.8216368977104717,-3.394653240250263,9.198304374114397,2.259675495882936,3.981883108567853,1.6053206281931593,222.7237904633398
7,40,49,0.4592651971732139,-1.813961732540492,4.827472918883867,1.797365906714729,2.1384680267119167,2.2785152775314135,5.31646342790858
74,85,7,0.3577982653254418,-2.5006108574194927,7.216217735105926,2.298497836578405,2.847811799328278,1.715348504793298,148.56304028996377
76,10,84,0.4942124472502999,-2.137838919743001,9.83151360084126,1.7470106224946744,3.5793504839381494,1.8256398794323472,123.31047884578345
31,22,0,0.8282492524372184,-3.1369637307970346,10.238567072080546,0.7625759440096485,4.371720907157026,2.2114093744130203,74.7898623040104
13,0,7,0.3352080473708727,-2.6092583416315263,4.945748978328709,1.1193834222103782,2.637065488898205,2.2454261221288014,28.735196423680563
66,45,28,0.1737615931357438,-3.754849173770377,4.000245750763059,0.9035898965049138,2.778874570891391,1.857318092585118,190.29106770741757
41,20,95,0.7120140203307808,-2.3836175091495413,9.69709636704484,2.3176529954337246,3.5857038247810595,2.1285317379728834,80.38502798990694
55,89,4,0.8259782127080818,-3.217195998889988,6.852769407889645,2.0208001345749653,3.3710633649402344,1.8616142563798865,141.45843495652608
48,35,85,0.1006374785235333,-3.172363455555763,6.035850652946082,1.852796737820012,2.8844156939272505,2.0353725105945526,124.58120646542706
28,53,46,0.2398741127559447,-2.552033026269355,4.103179758316204,1.1019326392632434,2.1167058723077155,2.2258208718445998,58.285110458756854
83,86,33,0.1419719897609939,-1.69115813559322,8.322395254091997,0.868089544100427,3.2646294224806054,1.5557029702169376,119.11360235325904
63,56,64,0.3479414115821666,-4.307980960174137,10.809205883407854,2.012902175977824,4.595561952730095,1.9057787360348284,217.74836290601607
36,0,54,0.4503509789054126,-2.025770287958977,11.661053170180704,1.4483158917581591,3.926551235789571,2.1960784526368236,56.19515658759228
92,62,89,0.7488263369633065,-3.6228506687634208,8.525959604906314,0.9515791043012582,4.090474046700289,1.6883051243175278,267.2532967361492
56,53,42,0.6511475848816741,-3.1682416364808663,8.115690621919153,1.7332439563305502,3.488987049647973,2.0453802052034904,144.6537154595248
66,54,73,0.6209285674784312,-4.434260013674973,4.680451083913929,0.580667704276904,3.2729677760026603,1.7022330632042908,234.37322907366712
62,39,29,0.3523749466096544,-3.596861766497061,8.390982412340797,1.152340508256507,3.7674622396818376,1.7862174960084876,178.60730207427366
56,14,81,0.8414475530847599,-2.9921062721096083,7.039832631723157,1.4371139891822693,3.5473006837733267,1.9915035267208658,130.5364025514767
16,20,16,0.4712871673981645,-4.331471767957683,8.857082247068615,0.7959166682188117,4.345360215614083,2.3913785950912207,52.1283340421036
43,46,25,0.9791049380151544,-3.0267128118505044,7.109810783012374,2.46930895518168,3.0612771867749315,2.1215047686306048,97.1058943686589
